trip_id,medallion_id,driver_name,driver_experience_years,vendor_name,vehicle_type,pickup_datetime,dropoff_datetime,trip_duration,pickup_latitude,pickup_longitude,dropoff_latitude,dropoff_longitude,trip_distance,pickup_borough,dropoff_borough,passenger_count,rate_code,payment_type,store_and_fwd_flag,weather_condition,temperature_f,precipitation_in,wind_speed_mph,traffic_index,is_holiday,tolls_amount,extra_surcharge,mta_tax,improvement_surcharge,congestion_surcharge,tip_amount,total_amount,trip_rating,fare_amount
NYC-2023-401729,4014-C27,Driver 205,10.4,CMT,Hybrid,2023-03-27 16:47:00,2023-03-27 17:06:00,19m,40.771483,-73.917525,40.782588,-73.96764,4.21,Queens,Manhattan,1.0,1,CSH,N,Clear,66.0,0.0,3.3,7.1,0,0.0,2.5,0.5,0.3,,0.0,$22.34,4.0,19.04
NYC-2023-402305,3644-G90,Driver 1714,2.3,Verifone,Minivan,2023-08-27 21:04:00,2023-08-27 21:47:00,,40.713099,-73.992835,40.821581,-73.955633,17.9,Manhattan,Manhattan,1.0,,Credit Card,N,Rain,81.0,0.2,3.7,6.4,0,0.0,1.0,0.5,0.3,2.5,10.26,$73.49,4.0,58.93
NYC-2023-404593,7530-G57,Driver 1769,6.4,VTS,Sedan,2023-01-13 09:42:00,2023-01-13 09:53:00,11m,40.703731,-74.008194,40.690967,-73.987923,2.03,Manhattan,Brooklyn,6.0,1,Credit Card,N,Clear,29.0,0.0,4.6,10.0,0,4.64,2.5,0.5,0.3,,1.85,$25.94,4.0,16.15
NYC-2023-401308,2757-G94,Driver 583,4.5,CMT,Sedan,2023-04-04 18:00:00,2023-04-04 18:21:00,21m,40.753697,-73.984307,40.689167,-73.960845,6.48,Manhattan,Brooklyn,1.0,1,CRD,N,Clear,37.0,0.0,5.5,7.2,0,0.0,2.5,0.5,0.3,2.5,5.27,$44.69,5.0,33.62
NYC-2023-401173,9680-E68,Driver 789,6.1,CMT,SUV,2023-11-26 14:20:00,2023-11-26 15:02:00,42m,40.711242,-74.041393,40.790528,-73.864253,16.46,Manhattan,Queens,1.0,,Cash,N,Clear,49.0,0.0,18.5,3.1,0,0.0,0.0,0.5,0.3,2.5,0.0,$74.85,5.0,71.55
NYC-2023-401586,7042-B20,Driver 1102,3.5,CMT,Sedan,2023-11-04 21:40:00,2023-11-04 21:53:00,13m,40.697048,-73.999949,40.74694,-73.992827,4.15,Brooklyn,Manhattan,3.0,,Cash,N,Clear,39.0,0.0,7.5,,0,4.49,1.0,0.5,0.3,2.5,0.0,$28.04,3.0,19.25
NYC-2023-400395,6755-E38,Driver 375,1.6,CMT,Sedan,2023-11-20 14:04:00,2023-11-20 14:29:00,25m,40.780611,-73.941629,40.710638,-74.019076,9.59,Manhattan,Manhattan,1.0,1,CRD,N,Fog,35.0,0.77,4.2,4.8,0,5.93,0.0,0.5,0.3,2.5,7.15,$55.55,5.0,39.17
NYC-2023-404947,8604-C88,Driver 1652,4.1,CMT,Hybrid,2023-08-23 19:53:00,2023-08-23 20:37:00,44m,-74.164555,40.694558,40.757509,-73.98331,12.96,New Jersey,Manhattan,1.0,Newark,Cash,N,Clear,84.0,0.0,1.3,6.0,0,16.56,2.5,0.5,0.3,2.5,0.0,$106.32,4.0,83.96
NYC-2023-400505,7147-A60,Driver 930,14.9,VTS,SUV,2023-12-08 09:08:00,2023-12-08 09:41:00,33m,40.777896,-73.930675,40.783546,-73.806026,8.17,Queens,Queens,1.0,1,CRD,N,RAIN,49.0,0.16,7.3,9.3,0,0.0,2.5,0.5,0.3,2.5,5.06,$51.76,4.0,40.9
NYC-2023-404176,1660-C33,Driver 1560,2.0,Verifone,Hybrid,30/11/2023 21:04,2023-11-30 21:28:00,24m,40.768163,-73.968221,40.753294,-73.834932,9.65,Manhattan,Queens,6.0,Standard Rate,Credit Card,N,Clear,69.0,0.0,6.8,4.1,0,0.0,1.0,0.5,0.3,2.5,3.77,$44.07,4.0,36.0
NYC-2023-404729,9743-D83,Driver 1534,7.0,CMT,Hybrid,12/09/2023 11:33,2023-09-12 11:46:00,13m,40.817698,-73.914601,40.812765,-73.965229,3.46,Bronx,Manhattan,1.0,1,Credit Card,Y,Clear,47.0,0.0,1.8,6.1,0,0.0,0.0,0.5,0.3,2.5,3.97,$25.50,5.0,18.23
NYC-2023-404982,1367-A83,Driver 1490,4.7,CMT,SUV,2023-03-27 10:13:00,2023-03-27 10:41:00,28m,40.759724,-73.97925,40.760321,-73.877909,7.08,Manhattan,Queens,1.0,,Cash,N,Rain,49.0,0.05,2.9,4.8,0,0.0,0.0,0.5,0.3,,0.0,$33.87,3.0,33.07
NYC-2023-402806,5156-C35,Driver 806,8.5,CMT,Minivan,2023-06-05 23:02:00,2023-06-05 23:06:00,4m,40.776329,-73.961256,40.762384,-73.957423,1.35,Manhattan,Manhattan,1.0,1,CSH,N,Clear,75.0,0.0,9.7,6.2,0,0.0,1.0,0.5,0.3,2.5,0.0,$12.59,5.0,8.29
NYC-2023-403690,9852-H60,Driver 4,4.7,VTS,Hybrid,24/01/2023 04:34,2023-01-24 04:55:00,21m,40.790147,-73.867669,40.838625,-73.954094,8.18,Queens,Manhattan,1.0,1,Credit Card,N,Clear,28.0,0.0,30.9,1.8,0,0.0,1.0,0.5,0.3,,3.61,$36.91,5.0,31.5
NYC-2023-400061,3942-C27,Driver 1366,10.2,CMT,SUV,2023-07-16 16:19:00,2023-07-16 17:13:00,54m,0.0,0.0,40.723828,-74.009897,21.68,Queens,Manhattan,2.0,,CRD,N,Clear,75.0,0.0,5.5,4.7,0,0.0,0.0,0.5,0.3,2.5,10.96,$82.84,5.0,68.58
NYC-2023-402364,1829-E46,Driver 1555,8.3,CMT,Minivan,2023-03-17 21:55:00,2023-03-17 22:41:00,46m,40.752727,-73.986128,40.637248,-73.789615,19.37,Manhattan,Queens,1.0,2,Cash,N,Clear,89.0,0.0,13.8,5.3,0,0.0,1.0,0.5,0.3,,0.0,$78.15,3.0,76.35
NYC-2023-400437,5103-F59,Driver 1300,3.0,CMT,Minivan,2023-06-06 21:54:00,2023-06-06 23:31:00,1h 37m,40.588808,-74.164245,40.637492,-73.774512,32.01,Staten Island,Queens,3.0,,Credit Card,N,Clear,90.0,0.0,2.0,6.2,0,10.54,1.0,0.5,0.3,2.5,40.75,$294.76,5.0,239.17
NYC-2023-403792,6792-E29,Driver 253,7.9,VTS,Minivan,2023-08-09 06:38:00,2023-08-09 07:02:00,24m,40.776768,-73.969895,40.703156,-73.937212,8.18,Manhattan,Brooklyn,1.0,,Credit Card,N,Rain,81.0,0.31,6.2,6.0,0,0.0,0.0,0.5,0.3,2.5,9.39,$53.65,5.0,40.96
NYC-2023-400141,2590-G82,Driver 1499,1.9,VTS,Sedan,2023-07-26 22:16:00,2023-07-26 22:48:00,32m,40.682135,-73.988061,40.794988,-73.947025,11.46,Brooklyn,Manhattan,2.0,1,CRD,N,Clear,84.0,0.0,21.8,4.1,0,6.26,1.0,0.5,0.3,2.5,14.64,$78.58,5.0,53.38
NYC-2023-403389,2103-E42,Driver 907,6.6,CMT,SUV,07/04/2023 22:48,2023-04-07 23:04:00,16m,40.746463,-73.914385,40.741265,-73.992253,8.35,Queens,Manhattan,1.0,1,Credit Card,N,Fog,49.0,1.25,3.2,5.2,0,0.0,1.0,0.5,0.3,2.5,4.81,$33.30,5.0,24.19
NYC-2023-404283,2160-E88,Driver 1211,5.9,cmt,Sedan,2023-11-07 17:25:00,2023-11-07 17:41:00,16m,40.738331,-73.933814,40.712663,-73.968592,3.63,Queens,Brooklyn,6.0,,No Charge,N,Rain,58.0,0.04,3.4,7.3,0,0.0,2.5,0.5,0.3,2.5,0.0,$23.05,4.0,17.25
NYC-2023-401789,8114-H19,Driver 1018,7.1,vts ,Minivan,2023-02-19 04:47:00,2023-02-19 05:05:00,18m,40.74146,-73.984086,40.777091,-73.954857,4.25,Manhattan,Manhattan,1.0,1,Credit Card,N,Rain,25.0,0.11,7.4,6.9,0,0.0,1.0,0.5,0.3,,6.24,$29.75,3.0,21.71
NYC-2023-404569,7570-E38,Driver 1595,3.8,VTS,Sedan,2023-05-05 02:01:00,2023-05-05 02:33:00,32m,40.715038,-74.004561,40.753906,-73.841213,19.63,Manhattan,Queens,5.0,1,CSH,N,Clear,53.0,0.0,13.3,2.5,0,0.0,1.0,0.5,0.3,2.5,0.0,$56.34,4.0,52.04
NYC-2023-402354,3663-A55,Driver 1133,5.9,VTS,SUV,2023-01-26 19:03:00,2023-01-26 20:12:00,1h 9m,40.636554,-73.789386,40.835984,-73.948633,24.45,Queens,Manhattan,2.0,2,Credit Card,N,Fog,35.0,0.26,6.2,6.9,0,0.0,2.5,0.5,0.3,,10.76,$81.02,4.0,66.96
NYC-2023-404354,1973-F19,Driver 1457,8.4,VTS,Hybrid,2023-06-09 03:33:00,2023-06-09 04:01:00,28m,40.683198,-74.005271,40.703056,-74.179998,12.3,Brooklyn,New Jersey,2.0,3,Credit Card,N,Rain,76.0,0.13,3.7,2.0,0,14.09,1.0,0.5,0.3,2.5,21.48,$119.51,4.0,79.64
NYC-2023-404622,3827-C27,Driver 328,3.5,cmt,Sedan,2023-02-22 02:13:00,2023-02-22 02:25:00,12m,-73.999762,40.747329,40.704303,-74.017915,4.68,Manhattan,Manhattan,,,Cash,N,Clear,31.0,0.0,4.4,2.4,0,0.0,1.0,0.5,0.3,,0.0,$19.88,4.0,18.08
NYC-2023-400647,7265-F46,Driver 754,10.1,CMT,Minivan,2023-08-29 20:21:00,2023-08-29 20:32:00,11m,40.75532,-73.978269,40.702119,-73.986912,4.86,Manhattan,Brooklyn,2.0,1,Cash,N,Clear,89.0,0.0,13.9,3.4,0,0.0,1.0,0.5,0.3,2.5,0.0,$25.21,4.0,20.91
NYC-2023-401979,8178-H14,Driver 1247,4.1,CMT,Sedan,2023-03-19 11:17:00,2023-03-19 11:44:00,27m,40.776011,-73.956131,40.704495,-73.999277,6.42,Manhattan,Manhattan,2.0,1,Credit Card,Y,Clear,61.0,0.0,13.8,7.7,0,0.0,0.0,0.5,0.3,,7.04,$37.16,4.0,29.32
NYC-2023-400748,5847-B76,Driver 1777,8.5,CMT,SUV,2023-03-22 04:56:00,2023-03-22 05:33:00,37m,40.639498,-73.7677,40.695265,-73.97568,24.93,Queens,Brooklyn,1.0,Standard Rate,Credit Card,N,Clear,47.0,0.0,11.5,1.3,0,0.0,1.0,0.5,0.3,,10.42,$87.39,5.0,75.17
NYC-2023-404700,4901-H88,Driver 1,12.8,VTS,Minivan,2023-06-12 19:21:00,2023-06-12 19:50:00,29m,40.793928,-73.961273,40.703869,-73.992481,8.24,Manhattan,Manhattan,1.0,1,CRD,N,Clear,90.0,0.0,2.1,9.5,0,0.0,2.5,0.5,0.3,2.5,12.43,$59.16,5.0,40.93
NYC-2023-402359,4402-E56,Driver 432,2.1,CMT,Minivan,2023-01-23 23:57:00,2023-01-24 00:17:00,20m,40.698704,-74.011464,40.760883,-73.988274,10.9,Manhattan,Manhattan,1.0,,Credit Card,N,Rain,52.0,0.03,7.0,4.8,0,0.0,1.0,0.5,0.3,,9.87,$45.21,5.0,33.54
NYC-2023-403426,6486-C95,Driver 1683,5.9,Verifone,Sedan,2023-03-25 14:36:00,2023-03-25 15:17:00,41m,40.662808,-73.781718,40.762508,-73.918459,14.62,Queens,Queens,2.0,1,Credit Card,N,Clear,60.0,0.0,6.0,5.3,0,0.0,0.0,0.5,0.3,,16.2,$75.95,4.0,58.95
NYC-2023-403058,8660-E11,Driver 487,19.5,CMT,Sedan,2023-03-18 13:21:00,2023-03-18 14:01:00,40m,40.81025,-73.939789,40.712473,-74.020043,9.47,Manhattan,Manhattan,4.0,1,CRD,N,clear,57.0,0.0,3.4,7.4,0,0.0,0.0,0.5,0.3,,8.71,$60.70,4.0,51.19
NYC-2023-401689,9510-H28,Driver 382,8.6,VTS,SUV,2023-04-26 22:33:00,2023-04-26 23:00:00,27m,40.751486,-73.830016,40.777961,-73.954286,8.5,Queens,Manhattan,2.0,,CSH,N,Clear,73.0,0.0,12.6,6.0,0,0.0,1.0,0.5,0.3,2.5,0.0,$40.86,5.0,36.56
NYC-2023-403830,9810-E67,Driver 46,4.0,Verifone,Sedan,2023-08-25 07:11:00,2023-08-25 07:31:00,20m,40.772863,-73.89905,40.796801,-73.956171,5.13,Queens,Manhattan,2.0,1,Cash,N,Fog,80.0,1.85,8.2,6.7,0,0.0,2.5,0.5,0.3,2.5,0.0,$37.13,5.0,31.33
NYC-2023-401062,2882-C98,Driver 1092,10.2,VTS,SUV,2023-01-25 22:57:00,2023-01-25 23:55:00,58m,40.632402,-73.778755,40.816198,-73.950946,20.25,Queens,Manhattan,1.0,,Credit Card,N,Clear,20.0,0.0,10.2,4.1,0,0.0,1.0,0.5,0.3,,10.82,$80.82,4.0,68.2
NYC-2023-401797,6584-D41,Driver 183,24.4,Verifone,Minivan,2023-08-24 15:16:00,2023-08-24 15:34:00,18m,40.757029,-73.915959,40.823005,-73.918877,6.14,Queens,Bronx,1.0,1,CRD,Y,Clear,72.0,0.0,7.9,5.8,0,0.0,0.0,0.5,0.3,2.5,7.21,$36.26,5.0,25.75
NYC-2023-401902,4758-F15,Driver 1403,7.4,VTS,Sedan,2023-07-08 08:38:00,2023-07-08 09:02:00,24m,40.743558,-74.000949,40.798632,-73.948433,10.9,Manhattan,Manhattan,1.0,,Credit Card,N,Clear,96.0,0.0,7.8,6.4,0,0.0,0.0,0.5,0.3,2.5,8.01,$42.55,5.0,31.24
NYC-2023-401980,4174-A46,Driver 229,8.9,VTS,Sedan,2023-01-01 10:26:00,2023-01-01 10:51:00,25m,40.685446,-73.949905,40.799587,-73.936679,11.19,Brooklyn,Manhattan,2.0,Standard Rate,Credit Card,N,Clear,39.0,0.0,7.5,3.1,1,0.0,0.0,0.5,0.3,,0.0,$43.77,4.0,42.97
NYC-2023-404796,5200-G40,Driver 726,3.9,CMT,Minivan,2023-02-22 07:50:00,2023-02-22 08:08:00,18m,40.711002,-73.990795,40.772329,-73.956426,6.13,Brooklyn,Manhattan,1.0,1,Credit Card,N,Clear,40.0,,6.6,5.0,0,0.0,2.5,0.5,0.3,,6.79,$36.28,5.0,26.19
NYC-2023-403813,2456-A34,Driver 1262,3.2,VTS,Sedan,2023-12-26 02:40:00,2023-12-26 03:39:00,59m,40.833104,-73.911973,40.683099,-74.185005,40.15,Bronx,New Jersey,1.0,Newark,Credit Card,,Clear,17.0,0.0,6.4,2.3,0,15.2,1.0,0.5,0.3,2.5,10.9,$102.75,4.0,72.35
NYC-2023-402544,9254-D95,Driver 53,20.7,Verifone,SUV,2023-08-11 12:36:00,2023-08-11 12:53:00,17m,40.76019,-73.997749,40.789806,-73.957425,4.35,Manhattan,Manhattan,1.0,1,Credit Card,N,Rain,73.0,0.16,8.1,8.6,0,0.0,0.0,0.5,0.3,2.5,3.66,$26.19,4.0,19.23
NYC-2023-402902,1028-H87,Driver 376,2.3,Verifone,Minivan,2023-04-26 08:25:00,2023-04-26 09:00:00,35m,40.74364,-73.971836,40.822084,-73.939224,6.93,Manhattan,Manhattan,0.0,,Cash,N,Clear,57.0,0.0,8.0,10.0,0,0.0,2.5,0.5,0.3,2.5,0.0,$41.82,4.0,36.02
NYC-2023-400975,2006-B71,Driver 505,10.8,CMT,Hybrid,2023-02-22 12:54:00,2023-02-22 13:22:00,28m,40.756793,-73.988758,40.815668,-73.950463,10.17,Manhattan,Manhattan,1.0,1,Credit Card,N,Rain,35.0,0.08,27.3,6.7,0,0.0,0.0,0.5,0.3,,6.37,$36.93,5.0,29.76
NYC-2023-404714,1911-F38,Driver 1373,11.1,CMT,Sedan,2023-03-30 20:17:00,2023-03-30 20:45:00,28m,40.696749,-73.989839,40.778318,-73.933004,8.99,Brooklyn,Queens,1.0,Standard Rate,CSH,N,Clear,48.0,0.0,7.6,5.4,0,0.0,1.0,0.5,0.3,,0.0,$37.82,5.0,36.02
NYC-2023-401743,6760-A82,Driver 625,5.0,VTS,Sedan,2023-07-30 12:34:00,2023-07-30 12:51:00,17m,40.762739,-73.986661,40.706184,-74.000198,6.0,Manhattan,Manhattan,0.0,1,Credit Card,N,Rain,70.0,0.11,8.4,6.3,0,0.0,0.0,0.5,0.3,2.5,2.83,$31.22,4.0,25.09
NYC-2023-401390,9687-G35,Driver 1104,10.5,VTS,Sedan,2023-02-03 13:39:00,2023-02-03 14:26:00,47m,40.62218,-73.781696,40.714943,-74.006267,16.23,Queens,Manhattan,1.0,,CRD,N,Rain,38.0,0.44,7.5,5.5,0,0.0,0.0,0.5,0.3,,27.83,$115.87,3.0,87.24
NYC-2023-401278,8542-E80,Driver 1221,18.2,CMT,SUV,2023-08-24 21:24:00,2023-08-24 22:00:00,36m,40.74374,-73.833453,40.7572,-73.988106,10.42,Queens,Manhattan,1.0,1,Credit Card,N,Rain,82.0,0.35,4.0,6.1,0,0.0,1.0,0.5,0.3,2.5,10.48,$56.97,4.0,42.19
NYC-2023-401957,4080-D89,Driver 832,5.1,CMT,SUV,04/04/2023 15:43,2023-04-04 15:54:00,11m,40.734864,-73.98501,40.696761,-73.972223,5.2,Manhattan,Brooklyn,3.0,1,Cash,N,Rain,45.0,0.29,10.5,6.4,0,0.0,0.0,0.5,0.3,2.5,0.0,$19.88,3.0,16.58
NYC-2023-401371,4372-E79,Driver 334,11.9,VTS,Minivan,2023-06-05 20:54:00,2023-06-05 21:28:00,34m,40.69872,-74.000577,40.811614,-73.941531,0.0,Manhattan,Manhattan,1.0,,CRD,N,Clear,79.0,0.0,0.3,4.8,0,5.85,1.0,0.5,0.3,2.5,9.2,$69.45,5.0,50.1
NYC-2023-404085,2699-G74,Driver 239,0.9,CMT,Sedan,2023-02-13 09:12:00,2023-02-13 09:39:00,27m,40.770552,-73.99419,40.691992,-73.989222,6.55,Manhattan,Brooklyn,1.0,,Cash,N,Fog,55.0,0.19,8.9,8.0,0,0.0,2.5,0.5,0.3,,0.0,$31.65,5.0,28.35
NYC-2023-404275,1539-G54,Driver 430,9.1,CMT,Hybrid,2023-10-02 11:10:00,2023-10-02 11:36:00,26m,40.734038,-73.976812,40.749886,-73.840598,9.4,Manhattan,Queens,1.0,,Cash,N,Rain,71.0,0.18,3.2,4.2,0,0.0,0.0,0.5,0.3,2.5,0.0,$42.69,5.0,39.39
NYC-2023-400629,2326-G11,Driver 1729,3.2,VTS,Sedan,2023-03-25 21:00:00,2023-03-25 21:28:00,28m,40.746055,-73.978493,40.783681,-73.854627,9.96,Manhattan,Queens,3.0,,Credit Card,N,Clear,54.0,0.0,3.0,4.5,0,0.0,1.0,0.5,0.3,,6.47,$50.06,4.0,41.79
NYC-2023-404916,8366-A44,Driver 87,9.7,Verifone,SUV,07/10/2023 15:29,2023-10-07 15:54:00,25m,40.818716,-73.930903,40.77792,-73.823546,8.39,Manhattan,Queens,1.0,1,Cash,N,Rain,43.0,0.34,3.5,5.7,0,0.0,0.0,0.5,0.3,2.5,0.0,$38.74,5.0,35.44
NYC-2023-402691,6888-H11,Driver 1646,6.2,VTS,Minivan,2023-11-08 00:18:00,2023-11-08 00:57:00,39m,40.678174,-73.980932,40.57687,-74.158897,14.6,Brooklyn,Staten Island,3.0,,Credit Card,N,,61.0,0.0,1.7,6.1,0,7.77,1.0,0.5,0.3,2.5,34.34,$164.42,4.0,118.01
NYC-2023-402897,5412-D11,Driver 1217,9.2,vts ,Sedan,2023-08-25 22:34:00,2023-08-25 23:13:00,39m,40.697746,-73.951841,40.807945,-73.922782,11.8,Brooklyn,Bronx,1.0,1,CRD,N,Rain,75.0,0.56,12.0,5.2,0,0.0,1.0,0.5,0.3,2.5,6.84,$72.89,5.0,61.75
NYC-2023-403202,8129-D17,Driver 536,5.0,VTS,Minivan,2023-08-30 13:51:00,2023-08-30 14:23:00,32m,40.721345,-74.030988,40.782032,-73.94111,15.1,Manhattan,Manhattan,1.0,1,CSH,N,Rain,80.0,0.32,13.2,7.4,0,0.0,0.0,0.5,0.3,2.5,0.0,$52.00,5.0,48.7
NYC-2023-402045,1120-F52,Driver 1630,19.8,CMT,Sedan,2023-01-19 04:10:00,2023-01-19 04:14:00,4m,40.739973,-74.001905,40.7227,-74.014212,1.6,Manhattan,Manhattan,1.0,1,Credit Card,N,Snow,23.0,0.04,8.1,5.7,0,0.0,1.0,0.5,0.3,,1.71,$13.77,5.0,10.26
NYC-2023-401492,4675-C48,Driver 433,4.1,Verifone,SUV,2023-06-14 19:03:00,2023-06-14 19:40:00,37m,40.821292,-73.937418,40.704823,-74.016136,11.2,Manhattan,Manhattan,1.0,,Cash,N,Rain,82.0,0.25,4.6,,0,3.25,2.5,0.5,0.3,2.5,0.0,$59.00,3.0,49.95
NYC-2023-404159,8175-A54,Driver 1307,15.5,VTS,Hybrid,2023-02-03 16:21:00,2023-02-03 16:59:00,38m,40.833502,-73.895845,40.763384,-73.960672,7.08,Bronx,Manhattan,1.0,Standard Rate,Credit Card,Y,Snow,41.0,0.17,12.5,9.7,0,0.0,2.5,0.5,0.3,,11.29,$52.70,4.0,38.11
NYC-2023-402432,5364-D67,Driver 83,10.0,VTS,Sedan,2023-10-23 04:58:00,2023-10-23 05:19:00,21m,40.764896,-73.996109,40.830541,-73.903323,9.88,Manhattan,Bronx,2.0,,Credit Card,N,Clear,53.0,0.0,5.2,1.8,0,0.0,1.0,0.5,0.3,2.5,8.06,$51.26,5.0,38.9
NYC-2023-403593,3254-H58,Driver 1306,16.1,CMT,Sedan,2023-04-23 20:32:00,2023-04-23 21:10:00,38m,40.748516,-73.956465,40.820495,-73.932242,7.83,Manhattan,Manhattan,2.0,1,Credit Card,N,Clear,69.0,0.0,7.7,6.7,0,0.0,1.0,0.5,0.3,2.5,5.22,$49.17,5.0,39.65
NYC-2023-400501,6357-E98,Driver 1430,5.2,CMT,Sedan,2023-08-15 09:43:00,2023-08-15 10:13:00,30m,40.759194,-73.954293,40.706843,-74.012636,10.35,Manhattan,Manhattan,3.0,Standard Rate,Cash,N,Clear,74.0,0.0,2.5,8.1,0,0.0,2.5,0.5,0.3,2.5,0.0,$39.59,5.0,33.79
NYC-2023-402014,8452-H91,Driver 799,4.1,VTS,Hybrid,2023-05-16 11:28:00,2023-05-16 12:14:00,46m,40.63599,-73.779359,40.768492,-73.957927,18.12,Queens,Manhattan,1.0,JFK Flat Fare,CSH,N,Clear,69.0,0.0,6.1,5.5,0,0.0,0.0,0.5,0.3,2.5,0.0,$77.71,5.0,74.41
NYC-2023-400809,2769-H24,Driver 931,7.0,VTS,Sedan,19/06/2023 04:57,2023-06-19 05:58:00,1h 1m,40.783563,-73.961192,40.565924,-74.168096,40.14,Manhattan,Staten Island,2.0,4,Credit Card,N,Clear,71.0,0.0,5.4,3.6,0,8.35,1.0,0.5,0.3,2.5,26.57,$219.00,4.0,179.78
NYC-2023-401817,1549-F38,Driver 743,7.8,VTS,SUV,2023-05-15 18:06:00,2023-05-15 18:46:00,40m,40.69941,-74.004013,40.781735,-73.875644,0.0,Manhattan,Queens,,,Credit Card,N,Clear,58.0,0.0,8.5,7.4,0,0.0,2.5,0.5,0.3,2.5,11.24,$66.83,4.0,49.79
NYC-2023-404130,7427-A79,Driver 1154,2.5,CMT,SUV,2023-09-15 05:44:00,2023-09-15 06:04:00,20m,40.819547,-73.951338,40.745723,-73.998938,7.64,Manhattan,Manhattan,1.0,,Credit Card,N,Rain,63.0,0.49,16.1,4.0,0,0.0,1.0,0.5,0.3,2.5,0.0,$41.52,3.0,37.22
NYC-2023-402565,6950-D64,Driver 1376,3.0,CMT,Sedan,2023-05-18 19:45:00,2023-05-18 20:20:00,35m,40.821924,-73.949543,40.696227,-73.996668,11.48,Manhattan,Brooklyn,1.0,,Credit Card,N,Rain,64.0,0.62,3.4,7.0,0,0.0,2.5,0.5,0.3,2.5,7.11,$65.99,5.0,53.08
NYC-2023-404470,6122-D69,Driver 1700,3.9,VTS,SUV,2023-10-09 04:12:00,2023-10-09 04:30:00,18m,40.71555,-73.935501,40.779127,-73.869228,6.78,Brooklyn,Queens,1.0,1,Credit Card,N,Rain,64.0,0.04,11.7,2.7,0,0.0,1.0,0.5,0.3,2.5,6.87,$38.63,5.0,27.46
NYC-2023-402697,7320-D71,Driver 125,14.9,CMT,Sedan,2023-05-25 01:03:00,2023-05-25 01:14:00,11m,40.779571,-73.901674,40.815313,-73.908081,5.78,Queens,Bronx,2.0,1,Cash,N,Rain,54.0,0.15,10.1,2.8,0,0.0,1.0,0.5,0.3,2.5,0.0,$23.68,4.0,19.38
NYC-2023-404330,1311-A59,Driver 895,12.6,Verifone,Sedan,2023-01-28 03:01:00,2023-01-28 03:15:00,14m,40.765595,-73.977876,40.825185,-73.950031,6.16,Manhattan,Manhattan,1.0,,Credit Card,N,Clear,59.0,0.0,3.3,2.1,0,0.0,1.0,0.5,0.3,,0.0,$28.50,3.0,26.7
NYC-2023-404490,8740-F33,Driver 1175,1.2,VTS,Sedan,31/07/2023 12:24,2023-07-31 12:55:00,31m,40.697927,-74.020112,40.770459,-73.972468,7.42,Manhattan,Manhattan,1.0,,CSH,N,Rain,88.0,0.47,9.6,7.1,0,3.0,0.0,0.5,0.3,2.5,0.0,$38.26,4.0,31.96
NYC-2023-402285,5638-G42,Driver 257,3.7,Verifone,Sedan,02/11/2023 07:51,2023-11-02 08:58:00,1h 7m,40.733447,-73.991338,40.628688,-73.779308,20.39,Manhattan,Queens,1.0,,Cash,N,Clear,41.0,0.0,10.4,,0,0.0,2.5,0.5,0.3,2.5,0.0,$62.71,4.0,56.91
NYC-2023-402573,8346-G63,Driver 819,7.6,CMT,Sedan,2023-05-19 16:47:00,2023-05-19 17:19:00,32m,40.783743,-73.954991,40.70272,-73.999854,13.34,Manhattan,Brooklyn,,1,CRD,N,Clear,59.0,0.0,8.9,7.4,0,0.0,2.5,0.5,0.3,2.5,7.99,$53.49,3.0,39.7
NYC-2023-401442,7838-G33,Driver 836,7.4,VTS,Sedan,2023-06-30 22:48:00,2023-06-30 23:01:00,13m,40.783845,-73.884075,40.805721,-73.942014,4.52,Queens,Manhattan,2.0,,Credit Card,N,Clear,84.0,0.0,11.0,6.4,0,0.0,1.0,0.5,0.3,2.5,4.25,$31.02,4.0,22.47
NYC-2023-402905,7055-G25,Driver 339,9.1,VTS,Sedan,2023-03-15 09:50:00,2023-03-15 11:01:00,1h 11m,40.689192,-74.168756,40.816321,-73.93232,19.22,New Jersey,Bronx,4.0,,Credit Card,N,Clear,55.0,0.0,9.4,8.5,0,15.59,2.5,0.5,0.3,,9.74,$112.56,5.0,83.93
NYC-2023-401750,9096-A29,Driver 224,7.8,Verifone,Sedan,2023-01-09 19:26:00,2023-01-09 19:54:00,28m,40.784624,-73.970807,40.829666,-73.917586,5.79,Manhattan,Bronx,1.0,,Cash,N,Fog,41.0,0.88,1.5,7.3,0,7.33,2.5,0.5,0.3,,0.0,$46.63,4.0,36.0
NYC-2023-403802,2543-G83,Driver 1134,4.3,VTS,Sedan,2023-08-31 07:34:00,2023-08-31 07:46:00,12m,40.708525,-73.955415,40.742125,-73.984765,0.0,Brooklyn,Manhattan,1.0,1,CRD,Y,Rain,88.0,0.4,1.9,7.2,0,0.0,2.5,0.5,0.3,2.5,5.84,$30.43,4.0,18.79
NYC-2023-401095,5453-F65,Driver 210,3.5,cmt,SUV,2023-06-24 14:51:00,2023-06-24 15:09:00,18m,40.753288,-73.999829,40.691262,-73.976904,6.88,Manhattan,Brooklyn,1.0,1,CRD,N,Clear,86.0,0.0,3.4,5.2,0,0.0,0.0,0.5,0.3,2.5,6.98,$34.16,4.0,23.88
